license_num,status,license_type,issued,expires,business_name,dba_name,license_description,applicant,manager,day_phone,evening_phone,tot_capacity,fee_amt,capacity,end_time,unit_type,numberofunits,address,city,state,zip,neighborhood,police_dist,gpsx,gpsy
CAL-318661,Active,Non-Live Entertainment,4/14/17,12/31/22,24 NEW STREET RESTAURANT LLC,Reel House,1 Background music two 2 TVs permitted on outside patio Sound must be volume levels so as to considered called directed sound only audible persons Refer Inspection Certificate Place Assembly permit capacity,C. Charles Larner,C. Charles Larner,(617)398-6601,N/A,413,720,413,2AM,Widescreen Television,4,6-26  New ST,East Boston,MA,2128,East Boston,A-7,779402.4599,2960621.984
CAL-329289,Active,Non-Live Entertainment,3/31/17,12/31/22,"GSI Shawmut, LLC",Kava,N/A,George Axiotis,George Axiotis,(617)201-3066,N/A,46,180,0,N/A,Widescreen Television,1,315-   Shawmut AVE,Roxbury,MA,2118,Roxbury/Dorchester,B-2,772273,2950070
CAL-329289,Active,Non-Live Entertainment,3/31/17,12/31/22,"GSI Shawmut, LLC",Kava,N/A,George Axiotis,George Axiotis,(617)201-3066,N/A,46,0,46,12:30AM,Audio Device,1,315-   Shawmut AVE,Roxbury,MA,2118,Roxbury/Dorchester,B-2,772273,2950070
CAL-317820,Active,Non-Live Entertainment,3/24/17,12/31/22,"Aceituna Cafe, LLC",Aceituna Grill,N/A,Samer Malak,Samer Malak,(617)252-0707,(617)669-5598,49,0,49,11:00PM,Audio Device,1,57-  Boston Wharf RD,Boston,MA,2210,Downtown/Charlestown/North End,A-1,779063.4698,2953316.344
CAL-317820,Active,Non-Live Entertainment,3/24/17,12/31/22,"Aceituna Cafe, LLC",Aceituna Grill,N/A,Samer Malak,Samer Malak,(617)252-0707,(617)669-5598,49,180,0,N/A,Widescreen Television,1,57-  Boston Wharf RD,Boston,MA,2210,Downtown/Charlestown/North End,A-1,779063.4698,2953316.344
CAL-317819,Active,Non-Live Entertainment,3/7/17,12/31/22,"CAZAROSSI, LLC",Frenchie,N/A,Alex Falconer,Alex Falconer,N/A,N/A,65,0,65,12:00AM,Audio Device,1,560-562   Tremont ST,Roxbury,MA,2118,Back Bay/South End,D-4,771938.0664,2950538.171
CAL-311552,Active,Non-Live Entertainment,2/22/17,12/31/22,"D&D Hospitality, LLC",Publico,1 INDOOR CAPACITY NOT TO EXCEED 124 PERSONS 2 OUTDOOR 104 3 NO ENTERTAINMENT BE FEATURED ON PATIO,Theofanis Bougas,Theofanis Bougas,(617)281-5201,N/A,228,540,0,N/A,Projector,3,11     Dorchester ST,South Boston,MA,2127,South Boston,C-6,779567.0055,2948229.277
CAL-311552,Active,Non-Live Entertainment,2/22/17,12/31/22,"D&D Hospitality, LLC",Publico,1 INDOOR CAPACITY NOT TO EXCEED 124 PERSONS 2 OUTDOOR 104 3 NO ENTERTAINMENT BE FEATURED ON PATIO,Theofanis Bougas,Theofanis Bougas,(617)281-5201,N/A,228,1980,0,N/A,Widescreen Television,11,11     Dorchester ST,South Boston,MA,2127,South Boston,C-6,779567.0055,2948229.277
CAL-311552,Active,Non-Live Entertainment,2/22/17,12/31/22,"D&D Hospitality, LLC",Publico,1 INDOOR CAPACITY NOT TO EXCEED 124 PERSONS 2 OUTDOOR 104 3 NO ENTERTAINMENT BE FEATURED ON PATIO,Theofanis Bougas,Theofanis Bougas,(617)281-5201,N/A,228,0,0,N/A,Radio,1,11     Dorchester ST,South Boston,MA,2127,South Boston,C-6,779567.0055,2948229.277
CAL-311552,Active,Non-Live Entertainment,2/22/17,12/31/22,"D&D Hospitality, LLC",Publico,1 INDOOR CAPACITY NOT TO EXCEED 124 PERSONS 2 OUTDOOR 104 3 NO ENTERTAINMENT BE FEATURED ON PATIO,Theofanis Bougas,Theofanis Bougas,(617)281-5201,N/A,228,0,228,1:00AM,Audio Device,1,11     Dorchester ST,South Boston,MA,2127,South Boston,C-6,779567.0055,2948229.277
CAL-311551,Active,Non-Live Entertainment,2/21/17,12/31/22,"CITY TAP HOUSE FORT POINT, LLC",City Tap House,1 LICENSEE IS ALLOWED TO FEATURE 5 SPEAKERS ON OUTDOOR PATIO UNTIL 12 00A M BACKGROUND MUSIC MUST BE VOLUME LEVELS SO AS CONSIDERED CALLED DIRECTED SOUND AUDIBLE PERSONS ONLY,Jonathan Ball,Jonathan Ball,(202)210-4707,N/A,286,0,0,N/A,Radio,1,10-  Boston Wharf RD,Boston,MA,2210,South Boston,C-6,778580.9107,2952927.183
CAL-311551,Active,Non-Live Entertainment,2/21/17,12/31/22,"CITY TAP HOUSE FORT POINT, LLC",City Tap House,1 LICENSEE IS ALLOWED TO FEATURE 5 SPEAKERS ON OUTDOOR PATIO UNTIL 12 00A M BACKGROUND MUSIC MUST BE VOLUME LEVELS SO AS CONSIDERED CALLED DIRECTED SOUND AUDIBLE PERSONS ONLY,Jonathan Ball,Jonathan Ball,(202)210-4707,N/A,286,0,286,1:00AM,Audio Device,1,10-  Boston Wharf RD,Boston,MA,2210,South Boston,C-6,778580.9107,2952927.183
CAL-311551,Active,Non-Live Entertainment,2/21/17,12/31/22,"CITY TAP HOUSE FORT POINT, LLC",City Tap House,1 LICENSEE IS ALLOWED TO FEATURE 5 SPEAKERS ON OUTDOOR PATIO UNTIL 12 00A M BACKGROUND MUSIC MUST BE VOLUME LEVELS SO AS CONSIDERED CALLED DIRECTED SOUND AUDIBLE PERSONS ONLY,Jonathan Ball,Jonathan Ball,(202)210-4707,N/A,286,1980,0,N/A,Widescreen Television,11,10-  Boston Wharf RD,Boston,MA,2210,South Boston,C-6,778580.9107,2952927.183
CAL-317028,Active,Non-Live Entertainment,2/15/17,12/31/22,"Yoki Express, LLC",Yoki Express,N/A,Phong Nguyen,Phong Nguyen,(857)263-7418,N/A,46,0,46,10PM,Audio Device,1,101-  Seaport BLVD,Boston,MA,2210,South Boston,C-6,779063.4698,2953316.344
CAL-317028,Active,Non-Live Entertainment,2/15/17,12/31/22,"Yoki Express, LLC",Yoki Express,N/A,Phong Nguyen,Phong Nguyen,(857)263-7418,N/A,46,180,0,N/A,Widescreen Television,1,101-  Seaport BLVD,Boston,MA,2210,South Boston,C-6,779063.4698,2953316.344
CAL-314229,Active,Non-Live Entertainment,1/27/17,12/31/21,KSTK Boston Inc.,Seoul Tteobokki,N/A,Jung Hoo Park,Jung Hoo Park,(774)270-4577,N/A,48,0,48,11:00PM,Audio Device,1,164-176   Harvard AV,Allston,Ma,2134,Allston/Brighton,D-14,N/A,N/A
CAL-313843,Active,Non-Live Entertainment,1/26/17,12/31/22,"Louiallston, LLC",Underdog Hot Chicken,N/A,Jonathan Joo,Jonathan Joo,(508)641-4627,N/A,48,900,0,N/A,Widescreen Television,5,160-   Brighton AVE,Allston,MA,2134,Allston/Brighton,D-14,755471,2953820
CAL-313843,Active,Non-Live Entertainment,1/26/17,12/31/22,"Louiallston, LLC",Underdog Hot Chicken,N/A,Jonathan Joo,Jonathan Joo,(508)641-4627,N/A,48,0,48,2:00AM,Audio Device,1,160-   Brighton AVE,Allston,MA,2134,Allston/Brighton,D-14,755471,2953820
CAL-311951,Active,Live Entertainment,1/6/17,12/31/22,Identity Food LLC,Pollo Centro,1 No outdoor entertainment is permitted 2 Live may be operated Monday through Friday from 6pm 11pm Saturday Sunday 5pm 12am 3 Licensee must have security staff outside premise closing to make sure patrons do not congregate in area 4 In order prevent emanation noise licensee close all doors windows 9 00 p m,Miguel Santana,Miguel Santana,(857)891-7920,N/A,90,0,0,N/A,Dartboard,4,225A-   Bowdoin ST,Boston,MA,2122,Dorchester,C-11,773189.6504,2936703.579
CAL-311951,Active,Live Entertainment,1/6/17,12/31/22,Identity Food LLC,Pollo Centro,1 No outdoor entertainment is permitted 2 Live may be operated Monday through Friday from 6pm 11pm Saturday Sunday 5pm 12am 3 Licensee must have security staff outside premise closing to make sure patrons do not congregate in area 4 In order prevent emanation noise licensee close all doors windows 9 00 p m,Miguel Santana,Miguel Santana,(857)891-7920,N/A,90,0,0,N/A,Instrumental/Vocal,7,225A-   Bowdoin ST,Boston,MA,2122,Dorchester,C-11,773189.6504,2936703.579
CAL-311951,Active,Live Entertainment,1/6/17,12/31/22,Identity Food LLC,Pollo Centro,1 No outdoor entertainment is permitted 2 Live may be operated Monday through Friday from 6pm 11pm Saturday Sunday 5pm 12am 3 Licensee must have security staff outside premise closing to make sure patrons do not congregate in area 4 In order prevent emanation noise licensee close all doors windows 9 00 p m,Miguel Santana,Miguel Santana,(857)891-7920,N/A,90,0,0,N/A,Karaoke,1,225A-   Bowdoin ST,Boston,MA,2122,Dorchester,C-11,773189.6504,2936703.579
CAL-311951,Active,Live Entertainment,1/6/17,12/31/22,Identity Food LLC,Pollo Centro,1 No outdoor entertainment is permitted 2 Live may be operated Monday through Friday from 6pm 11pm Saturday Sunday 5pm 12am 3 Licensee must have security staff outside premise closing to make sure patrons do not congregate in area 4 In order prevent emanation noise licensee close all doors windows 9 00 p m,Miguel Santana,Miguel Santana,(857)891-7920,N/A,90,0,0,N/A,Disc Jockey,1,225A-   Bowdoin ST,Boston,MA,2122,Dorchester,C-11,773189.6504,2936703.579
CAL-311951,Active,Live Entertainment,1/6/17,12/31/22,Identity Food LLC,Pollo Centro,1 No outdoor entertainment is permitted 2 Live may be operated Monday through Friday from 6pm 11pm Saturday Sunday 5pm 12am 3 Licensee must have security staff outside premise closing to make sure patrons do not congregate in area 4 In order prevent emanation noise licensee close all doors windows 9 00 p m,Miguel Santana,Miguel Santana,(857)891-7920,N/A,90,720,0,N/A,Widescreen Television,4,225A-   Bowdoin ST,Boston,MA,2122,Dorchester,C-11,773189.6504,2936703.579
CAL-311951,Active,Live Entertainment,1/6/17,12/31/22,Identity Food LLC,Pollo Centro,1 No outdoor entertainment is permitted 2 Live may be operated Monday through Friday from 6pm 11pm Saturday Sunday 5pm 12am 3 Licensee must have security staff outside premise closing to make sure patrons do not congregate in area 4 In order prevent emanation noise licensee close all doors windows 9 00 p m,Miguel Santana,Miguel Santana,(857)891-7920,N/A,90,800,90,12:00AM,Audio Device,1,225A-   Bowdoin ST,Boston,MA,2122,Dorchester,C-11,773189.6504,2936703.579
CAL-311934,Active,Non-Live Entertainment,1/6/17,12/31/22,"FUJI AT INK BLOCK, INC.",Fuji at Ink Block,N/A,Blair Li,Blair Li,N/A,N/A,103,0,103,2:00AM,Audio Device,1,350-354  Harrison AVE,Roxbury,MA,2118,Back Bay/South End,D-4,774211.4374,2951125.492
CAL-311934,Active,Non-Live Entertainment,1/6/17,12/31/22,"FUJI AT INK BLOCK, INC.",Fuji at Ink Block,N/A,Blair Li,Blair Li,N/A,N/A,103,720,0,N/A,Widescreen Television,4,350-354  Harrison AVE,Roxbury,MA,2118,Back Bay/South End,D-4,774211.4374,2951125.492
CAL-311810,Active,Non-Live Entertainment,12/30/16,12/31/22,"MONUMENT 251, LLC",Monument,N/A,Adam Hawk,Adam Hawk,(617)816-5511,N/A,90,720,0,N/A,Widescreen Television,4,251-  Main ST,Charlestown,MA,2129,Downtown/Charlestown/North End,A-1,773497.9018,2962654.337
CAL-311810,Active,Non-Live Entertainment,12/30/16,12/31/22,"MONUMENT 251, LLC",Monument,N/A,Adam Hawk,Adam Hawk,(617)816-5511,N/A,90,0,90,1:00AM,Audio Device,1,251-  Main ST,Charlestown,MA,2129,Downtown/Charlestown/North End,A-1,773497.9018,2962654.337
CAL-311876,Active,Non-Live Entertainment,12/29/16,12/31/22,Komerican Inc.,Coreanos,N/A,Jina Kim,Jina Kim,(617)413-7864,N/A,14,0,14,12:00AM,Radio,1,172-  Brighton AVE,Allston,MA,2134,Allston/Brighton,D-14,755386.783,2953842.893
CAL-310718,Active,Non-Live Entertainment,12/9/16,12/31/22,Boston Tavern Co.,Yellow Door Taqueria,N/A,Jarek Mountain,Jarek Mountain,(617)756-1644,N/A,110,360,0,N/A,Widescreen Television,2,350-354  Harrison AVE,Roxbury,MA,2118,Roxbury/Dorchester,B-2,774211.4374,2951125.492
CAL-310718,Active,Non-Live Entertainment,12/9/16,12/31/22,Boston Tavern Co.,Yellow Door Taqueria,N/A,Jarek Mountain,Jarek Mountain,(617)756-1644,N/A,110,0,0,N/A,Radio,1,350-354  Harrison AVE,Roxbury,MA,2118,Roxbury/Dorchester,B-2,774211.4374,2951125.492
CAL-310718,Active,Non-Live Entertainment,12/9/16,12/31/22,Boston Tavern Co.,Yellow Door Taqueria,N/A,Jarek Mountain,Jarek Mountain,(617)756-1644,N/A,110,0,110,2:00AM,Audio Device,1,350-354  Harrison AVE,Roxbury,MA,2118,Roxbury/Dorchester,B-2,774211.4374,2951125.492
CAL-308241,Active,Non-Live Entertainment,12/7/16,12/31/22,Starbucks Corporation,Starbucks Coffee #28796,N/A,Rory Dugan,Rory Dugan,(978)809-1048,N/A,37,0,0,N/A,Radio,1,749- E Broadway ,South Boston,MA,2127,South Boston,C-6,781724.4543,2947593.782
CAL-308241,Active,Non-Live Entertainment,12/7/16,12/31/22,Starbucks Corporation,Starbucks Coffee #28796,N/A,Rory Dugan,Rory Dugan,(978)809-1048,N/A,37,0,37,11PM,Audio Device,1,749- E Broadway ,South Boston,MA,2127,South Boston,C-6,781724.4543,2947593.782
CAL-308512,Active,Live Entertainment,12/2/16,12/31/22,3 Islas Group Corp.,Dona Habana Restaurant,1 Capacity is 160 persons inside 64 outside No entertainment permitted outdoors 2 Instrumental vocal music limited to 3 performers any one time may take place on Fridays Saturdays Sundays licensee must close all doors windows whenever live occurring 11 00p m regardless type offered,Nivia Pina,Nivia Pina,(617)293-5361,N/A,224,360,0,N/A,Widescreen Television,2,811-  Massachusetts AVE,Roxbury,MA,2119,Roxbury/Dorchester,B-2,771643.9791,2946548.127
CAL-308512,Active,Live Entertainment,12/2/16,12/31/22,3 Islas Group Corp.,Dona Habana Restaurant,1 Capacity is 160 persons inside 64 outside No entertainment permitted outdoors 2 Instrumental vocal music limited to 3 performers any one time may take place on Fridays Saturdays Sundays licensee must close all doors windows whenever live occurring 11 00p m regardless type offered,Nivia Pina,Nivia Pina,(617)293-5361,N/A,224,0,0,N/A,Radio,1,811-  Massachusetts AVE,Roxbury,MA,2119,Roxbury/Dorchester,B-2,771643.9791,2946548.127
CAL-308512,Active,Live Entertainment,12/2/16,12/31/22,3 Islas Group Corp.,Dona Habana Restaurant,1 Capacity is 160 persons inside 64 outside No entertainment permitted outdoors 2 Instrumental vocal music limited to 3 performers any one time may take place on Fridays Saturdays Sundays licensee must close all doors windows whenever live occurring 11 00p m regardless type offered,Nivia Pina,Nivia Pina,(617)293-5361,N/A,224,800,224,1:00AM,Instrumental/Vocal,3,811-  Massachusetts AVE,Roxbury,MA,2119,Roxbury/Dorchester,B-2,771643.9791,2946548.127
CAL-308512,Active,Live Entertainment,12/2/16,12/31/22,3 Islas Group Corp.,Dona Habana Restaurant,1 Capacity is 160 persons inside 64 outside No entertainment permitted outdoors 2 Instrumental vocal music limited to 3 performers any one time may take place on Fridays Saturdays Sundays licensee must close all doors windows whenever live occurring 11 00p m regardless type offered,Nivia Pina,Nivia Pina,(617)293-5361,N/A,224,0,0,N/A,Audio Device,1,811-  Massachusetts AVE,Roxbury,MA,2119,Roxbury/Dorchester,B-2,771643.9791,2946548.127
CAL-309293,Active,Non-Live Entertainment,11/28/16,12/31/22,"EATALY BOSTON, LLC",Eataly,1 GAME TO CONSIST ONE BOCCE BALL COURT,Jessica Lauren Brennan,Jessica Lauren Brennan,(617)807-7300,N/A,387,0,387,2:00AM,Audio Device,1,800-  Boylston ST,Boston,MA,2115,Back Bay/South End,D-4,768948.8234,2951481.801
CAL-309293,Active,Non-Live Entertainment,11/28/16,12/31/22,"EATALY BOSTON, LLC",Eataly,1 GAME TO CONSIST ONE BOCCE BALL COURT,Jessica Lauren Brennan,Jessica Lauren Brennan,(617)807-7300,N/A,387,50,0,N/A,Table Games,1,800-  Boylston ST,Boston,MA,2115,Back Bay/South End,D-4,768948.8234,2951481.801
CAL-166868,Active,Non-Live Entertainment,11/22/16,12/31/22,"Godfrey Boston Leaseco, LLC",The Godfrey Hotel Boston,N/A,Larry Casillo,Larry Casillo,(617)634-2959,N/A,151,0,151,2:00AM,Audio Device,1,505-  Washington ST,Boston,MA,2111,Downtown/Charlestown/North End,A-1,774641.1557,2954572.284
CAL-169998,Active,Live Entertainment,11/18/16,12/31/22,"Dorchester Beer Holdings, LLC",Dorchester Brewing Company,1 THERE IS TO BE NO ENTERTAINMENT ON OUTDOOR PATIO 2 ALL DOORS WINDOWS MUST CLOSED WHENEVER LIVE OCCURRING CLOSE 10 00P M REGARDLESS OFFERED 3 TABLE GAME INCLUDE SHUFFLEBOARD AUTOMATIC AMUSEMENT DEVICES TWO SKEE BALLS PINBALL MACHINES 4 REFER PLACE ASSEMBLY PERMIT CAPACITY BREAKDOWN,Travis Lee,Travis Lee,(617)869-7092,N/A,359,540,0,N/A,Widescreen Television,3,1246-1250  Massachusetts AVE,Dorchester,MA,2125,Roxbury/Dorchester,B-2,774536.4056,2942723.472
CAL-169998,Active,Live Entertainment,11/18/16,12/31/22,"Dorchester Beer Holdings, LLC",Dorchester Brewing Company,1 THERE IS TO BE NO ENTERTAINMENT ON OUTDOOR PATIO 2 ALL DOORS WINDOWS MUST CLOSED WHENEVER LIVE OCCURRING CLOSE 10 00P M REGARDLESS OFFERED 3 TABLE GAME INCLUDE SHUFFLEBOARD AUTOMATIC AMUSEMENT DEVICES TWO SKEE BALLS PINBALL MACHINES 4 REFER PLACE ASSEMBLY PERMIT CAPACITY BREAKDOWN,Travis Lee,Travis Lee,(617)869-7092,N/A,359,560,0,N/A,Auto Amusement Device/Game,4,1246-1250  Massachusetts AVE,Dorchester,MA,2125,Roxbury/Dorchester,B-2,774536.4056,2942723.472
CAL-169998,Active,Live Entertainment,11/18/16,12/31/22,"Dorchester Beer Holdings, LLC",Dorchester Brewing Company,1 THERE IS TO BE NO ENTERTAINMENT ON OUTDOOR PATIO 2 ALL DOORS WINDOWS MUST CLOSED WHENEVER LIVE OCCURRING CLOSE 10 00P M REGARDLESS OFFERED 3 TABLE GAME INCLUDE SHUFFLEBOARD AUTOMATIC AMUSEMENT DEVICES TWO SKEE BALLS PINBALL MACHINES 4 REFER PLACE ASSEMBLY PERMIT CAPACITY BREAKDOWN,Travis Lee,Travis Lee,(617)869-7092,N/A,359,1000,359,1:30AM,Audio Device,1,1246-1250  Massachusetts AVE,Dorchester,MA,2125,Roxbury/Dorchester,B-2,774536.4056,2942723.472
CAL-169998,Active,Live Entertainment,11/18/16,12/31/22,"Dorchester Beer Holdings, LLC",Dorchester Brewing Company,1 THERE IS TO BE NO ENTERTAINMENT ON OUTDOOR PATIO 2 ALL DOORS WINDOWS MUST CLOSED WHENEVER LIVE OCCURRING CLOSE 10 00P M REGARDLESS OFFERED 3 TABLE GAME INCLUDE SHUFFLEBOARD AUTOMATIC AMUSEMENT DEVICES TWO SKEE BALLS PINBALL MACHINES 4 REFER PLACE ASSEMBLY PERMIT CAPACITY BREAKDOWN,Travis Lee,Travis Lee,(617)869-7092,N/A,359,0,0,N/A,Radio,1,1246-1250  Massachusetts AVE,Dorchester,MA,2125,Roxbury/Dorchester,B-2,774536.4056,2942723.472
CAL-169998,Active,Live Entertainment,11/18/16,12/31/22,"Dorchester Beer Holdings, LLC",Dorchester Brewing Company,1 THERE IS TO BE NO ENTERTAINMENT ON OUTDOOR PATIO 2 ALL DOORS WINDOWS MUST CLOSED WHENEVER LIVE OCCURRING CLOSE 10 00P M REGARDLESS OFFERED 3 TABLE GAME INCLUDE SHUFFLEBOARD AUTOMATIC AMUSEMENT DEVICES TWO SKEE BALLS PINBALL MACHINES 4 REFER PLACE ASSEMBLY PERMIT CAPACITY BREAKDOWN,Travis Lee,Travis Lee,(617)869-7092,N/A,359,0,0,N/A,Instrumental/Vocal,4,1246-1250  Massachusetts AVE,Dorchester,MA,2125,Roxbury/Dorchester,B-2,774536.4056,2942723.472
CAL-169998,Active,Live Entertainment,11/18/16,12/31/22,"Dorchester Beer Holdings, LLC",Dorchester Brewing Company,1 THERE IS TO BE NO ENTERTAINMENT ON OUTDOOR PATIO 2 ALL DOORS WINDOWS MUST CLOSED WHENEVER LIVE OCCURRING CLOSE 10 00P M REGARDLESS OFFERED 3 TABLE GAME INCLUDE SHUFFLEBOARD AUTOMATIC AMUSEMENT DEVICES TWO SKEE BALLS PINBALL MACHINES 4 REFER PLACE ASSEMBLY PERMIT CAPACITY BREAKDOWN,Travis Lee,Travis Lee,(617)869-7092,N/A,359,0,0,N/A,Dancing by Patrons,0,1246-1250  Massachusetts AVE,Dorchester,MA,2125,Roxbury/Dorchester,B-2,774536.4056,2942723.472
CAL-169998,Active,Live Entertainment,11/18/16,12/31/22,"Dorchester Beer Holdings, LLC",Dorchester Brewing Company,1 THERE IS TO BE NO ENTERTAINMENT ON OUTDOOR PATIO 2 ALL DOORS WINDOWS MUST CLOSED WHENEVER LIVE OCCURRING CLOSE 10 00P M REGARDLESS OFFERED 3 TABLE GAME INCLUDE SHUFFLEBOARD AUTOMATIC AMUSEMENT DEVICES TWO SKEE BALLS PINBALL MACHINES 4 REFER PLACE ASSEMBLY PERMIT CAPACITY BREAKDOWN,Travis Lee,Travis Lee,(617)869-7092,N/A,359,0,0,N/A,Disc Jockey,0,1246-1250  Massachusetts AVE,Dorchester,MA,2125,Roxbury/Dorchester,B-2,774536.4056,2942723.472
CAL-169998,Active,Live Entertainment,11/18/16,12/31/22,"Dorchester Beer Holdings, LLC",Dorchester Brewing Company,1 THERE IS TO BE NO ENTERTAINMENT ON OUTDOOR PATIO 2 ALL DOORS WINDOWS MUST CLOSED WHENEVER LIVE OCCURRING CLOSE 10 00P M REGARDLESS OFFERED 3 TABLE GAME INCLUDE SHUFFLEBOARD AUTOMATIC AMUSEMENT DEVICES TWO SKEE BALLS PINBALL MACHINES 4 REFER PLACE ASSEMBLY PERMIT CAPACITY BREAKDOWN,Travis Lee,Travis Lee,(617)869-7092,N/A,359,50,0,N/A,Table Games,1,1246-1250  Massachusetts AVE,Dorchester,MA,2125,Roxbury/Dorchester,B-2,774536.4056,2942723.472
CAL-200135,Active,Non-Live Entertainment,11/17/16,12/31/22,"CabanaLV, Inc.",Cabana Grill,N/A,Pedro Lopez,Pedro Lopez,N/A,N/A,87,0,87,1:00AM,Audio Device,1,254-  Bennington ST,East Boston,MA,2128,East Boston,A-7,783330.133,2963345.942
CAL-200135,Active,Non-Live Entertainment,11/17/16,12/31/22,"CabanaLV, Inc.",Cabana Grill,N/A,Pedro Lopez,Pedro Lopez,N/A,N/A,87,1080,0,N/A,Widescreen Television,6,254-  Bennington ST,East Boston,MA,2128,East Boston,A-7,783330.133,2963345.942
CAL-200135,Active,Non-Live Entertainment,11/17/16,12/31/22,"CabanaLV, Inc.",Cabana Grill,N/A,Pedro Lopez,Pedro Lopez,N/A,N/A,87,0,0,N/A,Jukebox,1,254-  Bennington ST,East Boston,MA,2128,East Boston,A-7,783330.133,2963345.942
CAL-200135,Active,Non-Live Entertainment,11/17/16,12/31/22,"CabanaLV, Inc.",Cabana Grill,N/A,Pedro Lopez,Pedro Lopez,N/A,N/A,87,0,0,N/A,Radio,1,254-  Bennington ST,East Boston,MA,2128,East Boston,A-7,783330.133,2963345.942
CAL-308257,Active,Non-Live Entertainment,11/16/16,12/31/22,"Luna's Restaurant, LLC",Luna's Restaurant,N/A,Gloria Restrepo,Gloria Restrepo,(617)216-7237,N/A,49,0,0,N/A,Radio,1,945-   Saratoga ST,East Boston,MA,2128,East Boston,A-7,788772.0663,2966280.408
CAL-308257,Active,Non-Live Entertainment,11/16/16,12/31/22,"Luna's Restaurant, LLC",Luna's Restaurant,N/A,Gloria Restrepo,Gloria Restrepo,(617)216-7237,N/A,49,0,49,12:00AM,Audio Device,1,945-   Saratoga ST,East Boston,MA,2128,East Boston,A-7,788772.0663,2966280.408
CAL-308257,Active,Non-Live Entertainment,11/16/16,12/31/22,"Luna's Restaurant, LLC",Luna's Restaurant,N/A,Gloria Restrepo,Gloria Restrepo,(617)216-7237,N/A,49,540,0,N/A,Widescreen Television,3,945-   Saratoga ST,East Boston,MA,2128,East Boston,A-7,788772.0663,2966280.408
CAL-308862,Active,Non-Live Entertainment,11/15/16,12/31/20,Boston Wings LLC,Wing Stop,N/A,James Ehrhart,James Ehrhart,(856)203-1478,N/A,49,0,49,12:00AM,Radio,1,62-  William C Kelly SQ,East Boston,MA,2128,East Boston,A-7,780480.2913,2961767.6
CAL-308862,Active,Non-Live Entertainment,11/15/16,12/31/20,Boston Wings LLC,Wing Stop,N/A,James Ehrhart,James Ehrhart,(856)203-1478,N/A,49,540,0,N/A,Widescreen Television,3,62-  William C Kelly SQ,East Boston,MA,2128,East Boston,A-7,780480.2913,2961767.6
CAL-308507,Active,Non-Live Entertainment,11/3/16,12/31/22,Hong Kong Eatery Inc.,Hong Kong Eatery,N/A,Benny Kuang,Benny Kuang,(617)818-5702,N/A,60,540,0,N/A,Widescreen Television,3,79-   Harrison AVE,Boston,MA,2111,Downtown/Charlestown/North End,A-1,774673.582,2953245.191
CAL-308507,Active,Non-Live Entertainment,11/3/16,12/31/22,Hong Kong Eatery Inc.,Hong Kong Eatery,N/A,Benny Kuang,Benny Kuang,(617)818-5702,N/A,60,0,60,2:00AM,Radio,1,79-   Harrison AVE,Boston,MA,2111,Downtown/Charlestown/North End,A-1,774673.582,2953245.191
CAL-308507,Active,Non-Live Entertainment,11/3/16,12/31/22,Hong Kong Eatery Inc.,Hong Kong Eatery,N/A,Benny Kuang,Benny Kuang,(617)818-5702,N/A,60,0,0,N/A,Audio Device,1,79-   Harrison AVE,Boston,MA,2111,Downtown/Charlestown/North End,A-1,774673.582,2953245.191
CAL-303490,Active,Non-Live Entertainment,10/4/16,12/31/22,"CPCB, LLC",Cornish Pasty Co,N/A,Brandon Volkenant,Brandon Volkenant,(602)793-8445,N/A,49,0,49,12:00AM,Audio Device,1,51A     Massachusetts AVE,Boston,MA,2115,Back Bay/South End,D-4,767209.9768,2952726.992
CAL-303408,Active,Non-Live Entertainment,10/4/16,12/31/22,Starbucks Corporation,Starbucks Coffee #49088,N/A,Rory Dugan,Rory Dugan,(978)809-1048,N/A,31,0,31,11PM,Radio,1,110-  Huntington AVE,Boston,MA,2116,Back Bay/South End,D-4,770009.5403,2951847.133
CAL-303406,Active,Non-Live Entertainment,10/4/16,12/31/22,BGR Hospitality LLC,Blaze Pizza,1 NO ENTERTAINMENT ON OUTDOOR PATIO 2 HOURS AS FOLLOWS SUNDAY THURSDAY 11 00A M 10 00 P FRIDAY SATURDAY 12,Matt Giroux,Matt Giroux,(860)539-2253,N/A,128,0,128,12AM,Radio,1,1282-  Boylston ST,Boston,MA,2215,Back Bay/South End,D-4,765129.2332,2950873.906
CAL-169412,Active,Non-Live Entertainment,9/23/16,12/31/22,Trattoria Il Panino Hanover Inc.,Trattoria Il Panino,N/A,Joseph DEPASQUALE,Joseph DEPASQUALE,(617)248-6800,N/A,234,0,234,2AM,Radio,1,280-282  Hanover ST,Boston,MA,2113,Downtown/Charlestown/North End,A-1,776541.1912,2957956.002
CAL-169412,Active,Non-Live Entertainment,9/23/16,12/31/22,Trattoria Il Panino Hanover Inc.,Trattoria Il Panino,N/A,Joseph DEPASQUALE,Joseph DEPASQUALE,(617)248-6800,N/A,234,1080,0,N/A,Widescreen Television,6,280-282  Hanover ST,Boston,MA,2113,Downtown/Charlestown/North End,A-1,776541.1912,2957956.002
CAL-301719,Active,Non-Live Entertainment,9/9/16,12/31/22,Starbucks Corporation,Starbucks Coffee #23738,N/A,Rory Dugan,Rory Dugan,(978)809-1048,N/A,34,0,34,11PM,Radio,1,103-  Seaport BLVD,Boston,MA,2210,South Boston,C-6,779063.4698,2953316.344
